,kpkv,year,name_eng,name_ukr,m_1_plan,m_1_fact,m_1_nspend,m_2_plan,m_2_fact,m_2_nspend,m_3_plan,m_3_fact,m_3_nspend,m_4_plan,m_4_fact,m_4_nspend,m_5_plan,m_5_fact,m_5_nspend,m_6_plan,m_6_fact,m_6_nspend,m_7_plan,m_7_fact,m_7_nspend,m_8_plan,m_8_fact,m_8_nspend,m_9_plan,m_9_fact,m_9_nspend,m_10_plan,m_10_fact,m_10_nspend,m_11_plan,m_11_fact,m_11_nspend,m_12_plan,m_12_fact,m_12_nspend,Annual Plan
637,2501090,2019,"Creation and software and technical support of the information and analytical support system, information and methodological support and production of forms of certificates and breastplates for the social protection system","Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту",0,0,0,0,0,0,4695400,2630569.73,2064830.27,4916500,0,6981330.27,27108600,5243182.72,28846747.55,4695400,4579195,28962952.55,4695400,49995,33608357.55,2461200,2614854.32,33454703.23,2461200,2429026.36,33486876.87,6185000,467861.88,39204014.99,2461300,1301995,40363319.99,2461300,13309030.03,29515589.96,62141300
638,2501090,2020,"Creation and software and technical support of the information and analytical support system, information and methodological support and production of forms of certificates and breastplates for the social protection system","Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту",0,0,0,0,0,0,5389400,910984.85,4478415.15,6630600,1571175,9537840.15,7596700,3056750,14077790.15,0,5978759.2,502330.95,10436500,6945934.4,3992896.55,8314000,2476779.2,9830117.35,8764000,3598137.68,14995979.67,8217000,9943839.2,13269140.47,3293100,0,16562240.47,1203700,16867479.67,898460.8,59845000
639,2501090,2021,"Creation and software and technical support of the information and analytical support system, information and methodological support and production of forms of certificates and breastplates for the social protection system","Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту",0,0,0,0,0,0,9454200,57058.3,9397141.7,4120900,2812259.45,10705782.25,6964900,4914016.27,12756665.98,6965000,2424207.95,17297458.03,5058300,3433158.4,18922599.63,4253300,6224078.5,16951821.13,53223400,1238161.95,68937059.18,25930900,5387090.95,89480868.23,25288600,6011598.49,108757869.7,0,97290270.96,738058.78,141259500
640,2501120,2018,Settlement and arrangement of deported Crimean Tatars and persons of other nationalities that were deported from the territory of Ukraine,"Розселення та облаштування депортованих кримських татар та осіб інших національностей, які були  депортовані з території України",0,0,0,0,0,0,0,0,0,2180000,0,2180000,2020000,0,4200000,8080000,0,12280000,1880000,0,14160000,5180000,0,19340000,8000000,13327270.8,14012729.2,2400000,2952326.4,13460402.8,0,3070607.99,10389794.81,35000000,43718714.01,1671080.8,64740000
641,2501120,2019,Settlement and arrangement of deported Crimean Tatars and persons of other nationalities that were deported from the territory of Ukraine,"Розселення та облаштування депортованих кримських татар та осіб інших національностей, які були  депортовані з території України",0,0,0,0,0,0,0,0,0,0,0,0,10877200,10823470.86,53729.14,10995100,10663894.45,384934.69,1000000,383225.55,1001709.14,4206800,3410298.66,1798210.48,12293500,13401610.89,690099.59,3555100,0,4245199.59,2412300,886019.67,5771479.92,4642800,6619183.9,3795096.02,49982800
642,2501120,2020,Settlement and arrangement of deported Crimean Tatars and persons of other nationalities that were deported from the territory of Ukraine,"Розселення та облаштування депортованих кримських татар та осіб інших національностей, які були  депортовані з території України",0,0,0,0,0,0,1000000,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000
643,2501130,2018,"Social protection measures for children, families, women and other most vulnerable categories of the population","Заходи із соціального захисту дітей, сімей, жінок та інших найбільш вразливих категорій населення",910000,66665.87,843334.13,910000,1018282.23,735051.9,27683500,1141527.62,27277024.28,909900,704726.11,27482198.17,18759000,802480.86,45438717.31,909900,9529008.86,36819608.45,979900,10453241.12,27346267.33,9834300,783217.18,36397350.15,1458600,988726.16,36867223.99,9834400,789477.43,45912146.56,913500,1005184.7,45820461.86,0,28055600.1,1675361.76,73103000
644,2501130,2019,"Social protection measures for children, families, women and other most vulnerable categories of the population","Заходи із соціального захисту дітей, сімей, жінок та інших найбільш вразливих категорій населення",2264300,352749.07,1911550.93,6140700,618958.13,7433292.8,28333500,37708.81,35729083.99,2252600,9124.69,37972559.3,2375300,4536.91,40343322.39,0,1488,37151434.39,2501000,12296927.43,27355506.96,17123200,4317984.82,40160722.14,2583200,1369015.85,41374906.29,0,972230.63,28313275.66,16710200,971762.05,44051713.61,0,15496674.35,4628139.26,80284000
645,2501130,2020,"Social protection measures for children, families, women and other most vulnerable categories of the population","Заходи із соціального захисту дітей, сімей, жінок та інших найбільш вразливих категорій населення",4224300,1191020,3033280,7453400,1204154.35,9282525.65,6192800,789147.27,14686178.38,24286600,2367259.31,36605519.07,3851400,5380990.66,35075928.41,0,11281661.51,22615666.9,6468700,1970418.01,27113948.89,6947900,1219861.29,32841987.6,4306800,1694470.61,35454316.99,14831900,1520291.51,48765925.48,4275200,1848893.95,51192231.53,0,22528680.89,8732250.64,82839000
646,2501130,2021,"Social protection measures for children, families, women and other most vulnerable categories of the population","Заходи із соціального захисту дітей, сімей, жінок та інших найбільш вразливих категорій населення",1579000,617273.6,961726.4,1579000,1032439.85,1508286.55,1719000,1397038.43,1830248.12,31565200,1178839.39,32216608.73,1579100,1107878.67,32687830.06,1646700,20346908.25,13987621.81,1653100,5259144.45,10381577.36,1743100,1320386.64,10804290.72,1653100,1651231.54,10806159.18,1720700,1590153.81,10936705.37,17861800,2173307.73,26625197.64,1720000,26741775.63,1603422.01,66019800
2031,2501140,2020,"Financial assistance of the Social Insurance Fund of Ukraine, which is isolated from the COVID-19 acute respiratory disease caused by the Sars-COV-2 coronavirus, and its consequences for insurance payments to state and communal health care insurance payments","Фінансова допомога Фонду соціального страхування України, яка виділена із фонду боротьби з гострою респіраторною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками для страхових виплат медичним працівникам державних і комунальн",,,,,,,,,,,,,,,,,,,233322000,233322000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170577300,233322000
647,2501150,2018,Annual one -time financial assistance to war veterans and victims of Nazi persecution and social assistance to persons who have special and special labor merits before the Motherland,"Щорічна разова грошова допомога ветеранам війни і жертвам нацистських переслідувань та соціальна допомога особам, які мають особливі та особливі трудові заслуги перед Батьківщиною",0,0,0,0,0,0,0,0,0,1320780800,1206885287,113895513.3,0,64615555.51,49279957.81,0,14849077.62,34430880.19,0,7290964.66,27139915.53,0,3611050.16,23528865.37,0,5766677.64,17762187.73,0,0,15496960.82,1808200,0,17673227.73,0,0,898592.24,1322589000
648,2501150,2019,Annual one -time financial assistance to war veterans and victims of Nazi persecution and social assistance to persons who have special and special labor merits before the Motherland,"Щорічна разова грошова допомога ветеранам війни і жертвам нацистських переслідувань та соціальна допомога особам, які мають особливі та особливі трудові заслуги перед Батьківщиною",0,0,0,0,0,0,0,0,0,1323733400,1219796695,103936705.4,0,74670088.55,29266616.8,0,12863675.87,16402940.93,0,8559096.98,7843843.95,0,1864374.04,5979469.91,0,4458325.55,1521144.36,0,118238.93,1402905.43,0,358197.03,1044708.4,1060600,1293594.49,811713.91,1324794000
